Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
openBrowser,Firefox 59.0,,2018-05-10 14:19:26,2018-05-10 14:19:31,4.957s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 14:19:31,2018-05-10 14:19:36,5.455s,PASSED
setText,Firefox 59.0,,2018-05-10 14:19:36,2018-05-10 14:19:36,0.081s,PASSED
setText,Firefox 59.0,,2018-05-10 14:19:36,2018-05-10 14:19:37,0.065s,PASSED
click,Firefox 59.0,,2018-05-10 14:19:37,2018-05-10 14:19:37,0.425s,PASSED
click,Firefox 59.0,,2018-05-10 14:19:37,2018-05-10 14:20:07,30.381s,FAILED
,,,,,,
Test Cases/Test-Cart list,Firefox 59.0,,2018-05-10 14:20:07,2018-05-10 14:20:46,38.179s,FAILED
openBrowser,Firefox 59.0,,2018-05-10 14:20:07,2018-05-10 14:20:12,5.111s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 14:20:12,2018-05-10 14:20:19,6.821s,PASSED
setText,Firefox 59.0,,2018-05-10 14:20:19,2018-05-10 14:20:19,0.082s,PASSED
setText,Firefox 59.0,,2018-05-10 14:20:19,2018-05-10 14:20:19,0.053s,PASSED
click,Firefox 59.0,,2018-05-10 14:20:19,2018-05-10 14:20:20,0.563s,PASSED
click,Firefox 59.0,,2018-05-10 14:20:20,2018-05-10 14:20:46,25.536s,FAILED
