Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
closeBrowser,Firefox 59.0,,2018-05-10 14:21:42,2018-05-10 14:21:42,0.219s,PASSED
,,,,,,
Test Cases/Test-Cart list,Firefox 59.0,,2018-05-10 14:21:42,2018-05-10 14:21:58,16.304s,PASSED
openBrowser,Firefox 59.0,,2018-05-10 14:21:42,2018-05-10 14:21:47,4.626s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 14:21:47,2018-05-10 14:21:52,5.268s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:52,2018-05-10 14:21:52,0.080s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:52,2018-05-10 14:21:52,0.096s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:52,2018-05-10 14:21:53,0.490s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:53,2018-05-10 14:21:54,1.758s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:54,2018-05-10 14:21:55,0.229s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:55,2018-05-10 14:21:55,0.227s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:55,2018-05-10 14:21:55,0.230s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:55,2018-05-10 14:21:55,0.243s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:55,2018-05-10 14:21:56,0.260s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:56,2018-05-10 14:21:56,0.221s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:56,2018-05-10 14:21:56,0.223s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:56,2018-05-10 14:21:56,0.041s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:56,2018-05-10 14:21:56,0.233s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:56,2018-05-10 14:21:57,0.222s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:57,2018-05-10 14:21:57,0.046s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:57,2018-05-10 14:21:57,0.230s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:57,2018-05-10 14:21:57,0.219s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:57,2018-05-10 14:21:57,0.043s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:57,2018-05-10 14:21:57,0.235s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:57,2018-05-10 14:21:58,0.228s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:21:58,0.060s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:21:58,0.231s,PASSED
click,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:21:58,0.226s,PASSED
setText,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:21:58,0.050s,PASSED
verifyElementText,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:21:58,0.024s,PASSED
closeBrowser,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:21:58,0.245s,PASSED
,,,,,,
Test Cases/Test-Cart list,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:22:40,41.490s,FAILED
openBrowser,Firefox 59.0,,2018-05-10 14:21:58,2018-05-10 14:22:03,4.855s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 14:22:03,2018-05-10 14:22:09,5.671s,PASSED
setText,Firefox 59.0,,2018-05-10 14:22:09,2018-05-10 14:22:09,0.075s,PASSED
setText,Firefox 59.0,,2018-05-10 14:22:09,2018-05-10 14:22:09,0.063s,PASSED
click,Firefox 59.0,,2018-05-10 14:22:09,2018-05-10 14:22:09,0.425s,PASSED
click,Firefox 59.0,,2018-05-10 14:22:09,2018-05-10 14:22:40,30.387s,FAILED
,,,,,,
Test Cases/Test-Cart list,Firefox 59.0,,2018-05-10 14:22:40,2018-05-10 14:23:21,40.756s,FAILED
openBrowser,Firefox 59.0,,2018-05-10 14:22:40,2018-05-10 14:22:45,4.816s,PASSED
navigateToUrl,Firefox 59.0,,2018-05-10 14:22:45,2018-05-10 14:22:50,4.944s,PASSED
setText,Firefox 59.0,,2018-05-10 14:22:50,2018-05-10 14:22:50,0.074s,PASSED
setText,Firefox 59.0,,2018-05-10 14:22:50,2018-05-10 14:22:50,0.056s,PASSED
click,Firefox 59.0,,2018-05-10 14:22:50,2018-05-10 14:22:50,0.454s,PASSED
click,Firefox 59.0,,2018-05-10 14:22:50,2018-05-10 14:23:21,30.403s,FAILED
